seed,n_qubits,depth_param,circuit_depth,n_cx,n_single_qubit_gates,total_gates,cx_density,noisy_expectation,zne_expectation,fold1,fold3,fold5,ideal_expectation
147,3,5,15,10,15,25,0.4,-0.23266666666666666,-0.25766666666666654,-0.23266666666666666,-0.16933333333333334,-0.122,-0.2626582407030882
148,3,5,15,10,15,25,0.4,-0.8686666666666667,-0.923222222222222,-0.8686666666666667,-0.754,-0.646,-0.9511202940794349
149,3,5,15,10,15,25,0.4,-0.06466666666666666,-0.06422222222222217,-0.06466666666666666,-0.06,-0.062,-0.06874290556482285
150,3,5,15,10,15,25,0.4,0.10266666666666667,0.10999999999999995,0.10266666666666667,0.08133333333333333,0.068,0.08375249332563131
151,3,5,15,10,15,25,0.4,0.328,0.34205555555555545,0.328,0.306,0.27666666666666667,0.3945257528629329
152,3,5,15,10,15,25,0.4,-0.17333333333333334,-0.1766666666666666,-0.17333333333333334,-0.16666666666666666,-0.16,-0.19712548780697264
153,3,5,15,10,15,25,0.4,-0.7013333333333334,-0.7466666666666664,-0.7013333333333334,-0.6173333333333333,-0.5253333333333333,-0.7693090360788859
154,3,5,15,10,15,25,0.4,-0.05466666666666667,-0.058055555555555534,-0.05466666666666667,-0.050666666666666665,-0.043333333333333335,-0.04091979412770416
155,3,5,15,10,15,25,0.4,-0.19333333333333333,-0.20638888888888876,-0.19333333333333333,-0.16333333333333333,-0.138,-0.23732623363960176
156,3,6,18,12,18,30,0.4,-0.182,-0.18783333333333327,-0.182,-0.132,-0.128,-0.2105040448634202
157,3,6,18,12,18,30,0.4,-0.08933333333333333,-0.09799999999999995,-0.08933333333333333,-0.092,-0.07066666666666667,-0.07228064735597889
158,3,6,18,12,18,30,0.4,0.064,0.07577777777777776,0.064,0.02266666666666667,0.0026666666666666666,0.06127211949200412
159,3,6,18,12,18,30,0.4,0.378,0.4077222222222222,0.378,0.30133333333333334,0.24533333333333332,0.3965593224506605
160,3,6,18,12,18,30,0.4,-0.302,-0.3241666666666666,-0.302,-0.226,-0.188,-0.2960792708490378
161,3,6,18,12,18,30,0.4,-0.21933333333333332,-0.2274444444444444,-0.21933333333333332,-0.19533333333333333,-0.18066666666666667,-0.26211870811656424
162,3,6,18,12,18,30,0.4,0.15666666666666668,0.17405555555555555,0.15666666666666668,0.11133333333333334,0.07866666666666666,0.19810678282769353
163,3,6,18,12,18,30,0.4,-0.4246666666666667,-0.45533333333333315,-0.4246666666666667,-0.3566666666666667,-0.2966666666666667,-0.468961038298412
164,3,6,18,12,18,30,0.4,-0.486,-0.5203888888888888,-0.486,-0.4166666666666667,-0.348,-0.5524125750605491
165,3,6,18,12,18,30,0.4,0.104,0.1056111111111111,0.104,0.09133333333333334,0.09,0.08956011682999387
166,3,6,18,12,18,30,0.4,-0.12266666666666666,-0.1442222222222221,-0.12266666666666666,-0.104,-0.056,-0.1946432081579332
167,3,6,18,12,18,30,0.4,0.352,0.3812222222222221,0.352,0.29133333333333333,0.23333333333333334,0.3904193912574856
168,3,7,21,14,21,35,0.4,0.24733333333333332,0.263111111111111,0.24733333333333332,0.198,0.17,0.3122183966093234
169,3,7,21,14,21,35,0.4,-0.112,-0.11683333333333332,-0.112,-0.074,-0.07,-0.13997409222057428
170,3,7,21,14,21,35,0.4,-0.098,-0.11827777777777775,-0.098,-0.06133333333333333,-0.02,-0.1423187576787957
171,3,7,21,14,21,35,0.4,0.608,0.6697222222222219,0.608,0.43733333333333335,0.3233333333333333,0.7507763896671449
172,3,7,21,14,21,35,0.4,0.5673333333333334,0.6096666666666665,0.5673333333333334,0.4693333333333333,0.3873333333333333,0.6496536708795146
173,3,7,21,14,21,35,0.4,0.2946666666666667,0.3279444444444444,0.2946666666666667,0.22866666666666666,0.162,0.3387763525634241
174,3,7,21,14,21,35,0.4,-0.7393333333333333,-0.7942777777777775,-0.7393333333333333,-0.58,-0.48,-0.8567831840350386
175,3,7,21,14,21,35,0.4,-0.118,-0.12494444444444439,-0.118,-0.09133333333333334,-0.08,-0.15121035470666122
